xep_hang,giai_do,common_threshold,hop_le_alert_rate,logistic_tp,logistic_tn,logistic_fp,logistic_fn,logistic_accuracy,logistic_precision,logistic_recall,logistic_specificity,logistic_fpr,logistic_f1,logistic_auc,logistic_alert_rate,random_forest_tp,random_forest_tn,random_forest_fp,random_forest_fn,random_forest_accuracy,random_forest_precision,random_forest_recall,random_forest_specificity,random_forest_fpr,random_forest_f1,random_forest_auc,random_forest_alert_rate,average_f1,minimum_f1,average_recall,average_alert_rate
61,coarse,0.31,1,3,14263,15,1044,0.9308972267536705,0.16666666666666666,0.0028653295128939827,0.9989494326936545,0.0010505673063454265,0.005633802816901409,0.6958512993387037,0.0011745513866231647,0,14278,0,1047,0.9316802610114192,0.0,0.0,1.0,0.0,0.0,0.6845017608457954,0.0,0.0028169014084507044,0.0,0.0014326647564469914,0.0005872756933115824
62,coarse,0.35,1,2,14275,3,1045,0.9316150081566068,0.4,0.0019102196752626551,0.9997898865387309,0.00021011346126908532,0.0038022813688212923,0.6958512993387037,0.0003262642740619902,0,14278,0,1047,0.9316802610114192,0.0,0.0,1.0,0.0,0.0,0.6845017608457954,0.0,0.0019011406844106462,0.0,0.0009551098376313276,0.0001631321370309951
63,coarse,0.34,1,2,14273,5,1045,0.9314845024469821,0.2857142857142857,0.0019102196752626551,0.9996498108978848,0.0003501891021151422,0.0037950664136622387,0.6958512993387037,0.0004567699836867863,0,14278,0,1047,0.9316802610114192,0.0,0.0,1.0,0.0,0.0,0.6845017608457954,0.0,0.0018975332068311194,0.0,0.0009551098376313276,0.00022838499184339316
64,coarse,0.49,1,1,14277,1,1046,0.9316802610114192,0.5,0.0009551098376313276,0.999929962179577,7.003782042302843e-05,0.0019065776930409911,0.6958512993387037,0.0001305057096247961,0,14278,0,1047,0.9316802610114192,0.0,0.0,1.0,0.0,0.0,0.6845017608457954,0.0,0.0009532888465204956,0.0,0.0004775549188156638,6.525285481239805e-05
65,coarse,0.48,1,1,14277,1,1046,0.9316802610114192,0.5,0.0009551098376313276,0.999929962179577,7.003782042302843e-05,0.0019065776930409911,0.6958512993387037,0.0001305057096247961,0,14278,0,1047,0.9316802610114192,0.0,0.0,1.0,0.0,0.0,0.6845017608457954,0.0,0.0009532888465204956,0.0,0.0004775549188156638,6.525285481239805e-05
66,coarse,0.47,1,1,14277,1,1046,0.9316802610114192,0.5,0.0009551098376313276,0.999929962179577,7.003782042302843e-05,0.0019065776930409911,0.6958512993387037,0.0001305057096247961,0,14278,0,1047,0.9316802610114192,0.0,0.0,1.0,0.0,0.0,0.6845017608457954,0.0,0.0009532888465204956,0.0,0.0004775549188156638,6.525285481239805e-05
67,coarse,0.46,1,1,14277,1,1046,0.9316802610114192,0.5,0.0009551098376313276,0.999929962179577,7.003782042302843e-05,0.0019065776930409911,0.6958512993387037,0.0001305057096247961,0,14278,0,1047,0.9316802610114192,0.0,0.0,1.0,0.0,0.0,0.6845017608457954,0.0,0.0009532888465204956,0.0,0.0004775549188156638,6.525285481239805e-05
68,coarse,0.45,1,1,14277,1,1046,0.9316802610114192,0.5,0.0009551098376313276,0.999929962179577,7.003782042302843e-05,0.0019065776930409911,0.6958512993387037,0.0001305057096247961,0,14278,0,1047,0.9316802610114192,0.0,0.0,1.0,0.0,0.0,0.6845017608457954,0.0,0.0009532888465204956,0.0,0.0004775549188156638,6.525285481239805e-05
69,coarse,0.44,1,1,14277,1,1046,0.9316802610114192,0.5,0.0009551098376313276,0.999929962179577,7.003782042302843e-05,0.0019065776930409911,0.6958512993387037,0.0001305057096247961,0,14278,0,1047,0.9316802610114192,0.0,0.0,1.0,0.0,0.0,0.6845017608457954,0.0,0.0009532888465204956,0.0,0.0004775549188156638,6.525285481239805e-05
70,coarse,0.43,1,1,14276,2,1046,0.9316150081566068,0.3333333333333333,0.0009551098376313276,0.9998599243591539,0.00014007564084605686,0.0019047619047619048,0.6958512993387037,0.00019575856443719412,0,14278,0,1047,0.9316802610114192,0.0,0.0,1.0,0.0,0.0,0.6845017608457954,0.0,0.0009523809523809524,0.0,0.0004775549188156638,9.787928221859706e-05
71,coarse,0.42,1,1,14276,2,1046,0.9316150081566068,0.3333333333333333,0.0009551098376313276,0.9998599243591539,0.00014007564084605686,0.0019047619047619048,0.6958512993387037,0.00019575856443719412,0,14278,0,1047,0.9316802610114192,0.0,0.0,1.0,0.0,0.0,0.6845017608457954,0.0,0.0009523809523809524,0.0,0.0004775549188156638,9.787928221859706e-05
72,coarse,0.41,1,1,14276,2,1046,0.9316150081566068,0.3333333333333333,0.0009551098376313276,0.9998599243591539,0.00014007564084605686,0.0019047619047619048,0.6958512993387037,0.00019575856443719412,0,14278,0,1047,0.9316802610114192,0.0,0.0,1.0,0.0,0.0,0.6845017608457954,0.0,0.0009523809523809524,0.0,0.0004775549188156638,9.787928221859706e-05
73,coarse,0.4,1,1,14276,2,1046,0.9316150081566068,0.3333333333333333,0.0009551098376313276,0.9998599243591539,0.00014007564084605686,0.0019047619047619048,0.6958512993387037,0.00019575856443719412,0,14278,0,1047,0.9316802610114192,0.0,0.0,1.0,0.0,0.0,0.6845017608457954,0.0,0.0009523809523809524,0.0,0.0004775549188156638,9.787928221859706e-05
74,coarse,0.39,1,1,14276,2,1046,0.9316150081566068,0.3333333333333333,0.0009551098376313276,0.9998599243591539,0.00014007564084605686,0.0019047619047619048,0.6958512993387037,0.00019575856443719412,0,14278,0,1047,0.9316802610114192,0.0,0.0,1.0,0.0,0.0,0.6845017608457954,0.0,0.0009523809523809524,0.0,0.0004775549188156638,9.787928221859706e-05
75,coarse,0.38,1,1,14276,2,1046,0.9316150081566068,0.3333333333333333,0.0009551098376313276,0.9998599243591539,0.00014007564084605686,0.0019047619047619048,0.6958512993387037,0.00019575856443719412,0,14278,0,1047,0.9316802610114192,0.0,0.0,1.0,0.0,0.0,0.6845017608457954,0.0,0.0009523809523809524,0.0,0.0004775549188156638,9.787928221859706e-05
76,coarse,0.37,1,1,14276,2,1046,0.9316150081566068,0.3333333333333333,0.0009551098376313276,0.9998599243591539,0.00014007564084605686,0.0019047619047619048,0.6958512993387037,0.00019575856443719412,0,14278,0,1047,0.9316802610114192,0.0,0.0,1.0,0.0,0.0,0.6845017608457954,0.0,0.0009523809523809524,0.0,0.0004775549188156638,9.787928221859706e-05
77,coarse,0.36,1,1,14275,3,1046,0.9315497553017944,0.25,0.0009551098376313276,0.9997898865387309,0.00021011346126908532,0.0019029495718363464,0.6958512993387037,0.0002610114192495922,0,14278,0,1047,0.9316802610114192,0.0,0.0,1.0,0.0,0.0,0.6845017608457954,0.0,0.0009514747859181732,0.0,0.0004775549188156638,0.0001305057096247961
